TLD,original word,word with vowels removed
ng,processing,prcssng
ng,programming,prgrmmng
ng,parking,prkng
ng,promising,prmsng
ng,operating,prtng
ng,passing,pssng
ng,recording,rcrdng
ng,reading,rdng
ng,regarding,rgrdng
ng,rolling,rllng
ng,ruling,rlng
ng,remaining,rmnng
ng,range,rng
ng,ring,rng
ng,range,rng
ng,ring,rng
ng,orange,rng
ng,orange,rng
ng,running,rnnng
ng,running,rnnng
ng,reporting,rprtng
ng,arrange,rrng
ng,rating,rtng
ng,sibling,sblng
ng,screening,scrnng
ng,suffering,sffrng
ng,shopping,shppng
ng,shooting,shtng
ng,something,smthng
ng,song,sng
ng,sing,sng
ng,spending,spndng
ng,spring,sprng
ng,spring,sprng
ng,surprising,srprsng
ng,surrounding,srrndng
ng,serving,srvng
ng,standing,stndng
ng,striking,strkng
ng,strong,strng
ng,strange,strng
ng,string,strng
ng,starting,strtng
ng,setting,sttng
ng,saving,svng
ng,swimming,swmmng
ng,swing,swng
ng,swing,swng
ng,teaching,tchng
ng,thing,thng
ng,thinking,thnkng
ng,timing,tmng
ng,tongue,tng
ng,teenage,tng
ng,eating,tng
ng,trading,trdng
ng,training,trnng
ng,outstanding,tstndng
ng,testing,tstng
ng,evening,vnng
ng,overwhelming,vrwhlmng
ng,everything,vrythng
ng,voting,vtng
ng,wedding,wddng
ng,walking,wlkng
ng,willing,wllng
ng,wing,wng
ng,working,wrkng
ng,wrong,wrng
ng,wrong,wrng
ng,warning,wrnng
ng,writing,wrtng
ng,exchange,xchng
ng,exchange,xchng
ng,exciting,xctng
ng,existing,xstng
ng,young,yng
nl,occasional,ccsnl
nl,channel,chnnl
nl,colonial,clnl
nl,congressional,cngrssnl
nl,constitutional,cnstttnl
nl,conventional,cnvntnl
nl,criminal,crmnl
nl,criminal,crmnl
nl,educational,dctnl
nl,additional,ddtnl
nl,denial,dnl
nl,functional,fnctnl
nl,final,fnl
nl,final,fnl
nl,journal,jrnl
nl,kneel,knl
nl,manual,mnl
nl,emotional,mtnl
nl,annual,nnl
nl,instructional,nstrctnl
nl,institutional,nstttnl
nl,national,ntnl
nl,internal,ntrnl
nl,international,ntrntnl
nl,panel,pnl
nl,professional,prfssnl
nl,professional,prfssnl
nl,personal,prsnl
nl,personnel,prsnnl
nl,original,rgnl
nl,regional,rgnl
nl,organizational,rgnztnl
nl,rational,rtnl
nl,signal,sgnl
nl,signal,sgnl
nl,tunnel,tnnl
nl,traditional,trdtnl
nl,external,xtrnl
nr,commissioner,cmmssnr
nr,container,cntnr
nr,corner,crnr
nr,dinner,dnnr
nr,donor,dnr
nr,designer,dsgnr
nr,foreigner,frgnr
nr,ignore,gnr
nr,genre,gnr
nr,governor,gvrnr
nr,honor,hnr
nr,honor,hnr
nr,junior,jnr
nr,listener,lstnr
nr,manner,mnnr
nr,minor,mnr
nr,engineer,ngnr
nr,inner,nnr
nr,entrepreneur,ntrprnr
nr,planner,plnnr
nr,pioneer,pnr
nr,practitioner,prcttnr
nr,prisoner,prsnr
nr,partner,prtnr
nr,questionnaire,qstnnr
nr,runner,rnnr
nr,scenario,scnr
nr,seminar,smnr
nr,senior,snr
nr,senior,snr
nr,trainer,trnr
nr,winner,wnnr
nr,owner,wnr
nz,bronze,brnz
nz,recognize,rcgnz
nz,organize,rgnz
ph,photograph,phtgrph
ph,photograph,phtgrph
ph,triumph,trmph
pk,speak,spk
pl,compel,cmpl
pl,couple,cpl
pl,multiple,mltpl
pl,municipal,mncpl
pl,people,ppl
pl,appeal,ppl
pl,apple,ppl
pl,appeal,ppl
pl,principle,prncpl
pl,principal,prncpl
pl,principal,prncpl
pl,purple,prpl
pl,simple,smpl
pl,sample,smpl
pl,temple,tmpl
pl,example,xmpl
pn,champion,chmpn
pn,happen,hppn
pn,European,rpn
pn,European,rpn
pn,spin,spn
pn,spoon,spn
pn,spine,spn
pn,tablespoon,tblspn
pn,teaspoon,tspn
pn,weapon,wpn
pr,compare,cmpr
pr,disappear,dsppr
pr,developer,dvlpr
pr,empire,mpr
pr,inspire,nspr
pr,newspaper,nwsppr
pr,pepper,pppr
pr,appear,ppr
pr,paper,ppr
pr,upper,ppr
pr,prepare,prpr
pr,proper,prpr
pr,repair,rpr
pr,repair,rpr
pr,super,spr
pr,spare,spr
pr,whisper,whspr
ps,collapse,cllps
ps,collapse,cllps
ps,campus,cmps
ps,compose,cmps
ps,glimpse,glmps
ps,impose,mps
ps,oppose,pps
ps,perhaps,prhps
ps,purpose,prps
ps,propose,prps
ps,suppose,spps
ps,spouse,sps
ps,expose,xps
pt,accept,ccpt
pt,compete,cmpt
pt,concept,cncpt
pt,carpet,crpt
pt,adopt,dpt
pt,adapt,dpt
pt,despite,dspt
pt,dispute,dspt
pt,input,npt
pt,anticipate,ntcpt
pt,interrupt,ntrrpt
pt,prompt,prmpt
pt,participate,prtcpt
pt,repeat,rpt
pt,script,scrpt
pt,spot,spt
pt,spot,spt
pt,spite,spt
pt,spit,spt
pt,output,tpt
pt,attempt,ttmpt
pt,attempt,ttmpt
pt,except,xcpt
pt,except,xcpt
py,occupy,ccpy
py,copy,cpy
py,copy,cpy
py,happy,hppy
py,unhappy,nhppy
py,spy,spy
py,therapy,thrpy
rs,Mrs,Mrs
rs,comprise,cmprs
rs,course,crs
rs,course,crs
rs,curious,crs
rs,cruise,crs
rs,debris,dbrs
rs,decrease,dcrs
rs,dangerous,dngrs
rs,discourse,dscrs
rs,diverse,dvrs
rs,generous,gnrs
rs,headquarters,hdqrtrs
rs,horse,hrs
rs,hers,hrs
rs,mysterious,mystrs
rs,increase,ncrs
rs,increase,ncrs
rs,endorse,ndrs
rs,numerous,nmrs
rs,nurse,nrs
rs,enterprise,ntrprs
rs,universe,nvrs
rs,phrase,phrs
rs,pursue,prs
rs,praise,prs
rs,purse,prs
rs,praise,prs
rs,upstairs,pstrs
rs,reverse,rvrs
rs,surprise,srprs
rs,surprise,srprs
rs,series,srs
rs,serious,srs
rs,others,thrs
rs,various,vrs
rs,virus,vrs
rs,oversee,vrs
rs,whereas,whrs
rs,yours,yrs
rw,borrow,brrw
rw,crew,crw
rw,draw,drw
rw,grow,grw
rw,narrow,nrrw
rw,arrow,rrw
rw,screw,scrw
rw,straw,strw
rw,throw,thrw
rw,tomorrow,tmrrw
rw,withdraw,wthdrw
rw,eyebrow,ybrw
sc,basic,bsc
sc,classic,clssc
sc,disc,dsc
sc,music,msc
sc,rescue,rsc
sc,rescue,rsc
sd,beside,bsd
sd,closed,clsd
sd,depressed,dprssd
sd,alongside,lngsd
sd,embarrassed,mbrrssd
sd,increased,ncrsd
sd,inside,nsd
sd,inside,nsd
sd,inside,nsd
sd,pleased,plsd
sd,opposed,ppsd
sd,proposed,prpsd
sd,persuade,prsd
sd,episode,psd
sd,supposed,sppsd
sd,surprised,srprsd
sd,outside,tsd
sd,outside,tsd
sd,outside,tsd
sg,message,mssg
sg,passage,pssg
sh,British,Brtsh
sh,Jewish,Jwsh
sh,Spanish,Spnsh
sh,brush,brsh
sh,brush,brsh
sh,bush,bsh
sh,accomplish,ccmplsh
sh,crash,crsh
sh,crash,crsh
sh,crush,crsh
sh,cash,csh
sh,diminish,dmnsh
sh,dish,dsh
sh,distinguish,dstngsh
sh,flesh,flsh
sh,flash,flsh
sh,flash,flsh
sh,finish,fnsh
sh,finish,fnsh
sh,fresh,frsh
sh,fish,fsh
sh,fish,fsh
sh,harsh,hrsh
sh,English,nglsh
sh,English,nglsh
sh,publish,pblsh
sh,punish,pnsh
sh,parish,prsh
sh,push,psh
sh,rush,rsh
sh,Irish,rsh
sh,rush,rsh
sh,establish,stblsh
sh,trash,trsh
sh,vanish,vnsh
sh,wish,wsh
sh,wash,wsh
sh,wish,wsh
sk,desk,dsk
sk,disk,dsk
sk,mask,msk
sk,risk,rsk
sk,risk,rsk
sk,task,tsk
sl,counsel,cnsl
sl,controversial,cntrvrsl
sl,casual,csl
sl,missile,mssl
sl,unusual,nsl
sl,universal,nvrsl
sl,proposal,prpsl
sl,visual,vsl
sl,vessel,vssl
sm,consume,cnsm
sm,criticism,crtcsm
sm,handsome,hndsm
sm,journalism,jrnlsm
sm,mechanism,mchnsm
sm,museum,msm
sm,enthusiasm,nthssm
sm,racism,rcsm
sm,organism,rgnsm
sm,resume,rsm
sm,assume,ssm
sm,terrorism,trrrsm
sm,tourism,trsm
sn,Persian,Prsn
sn,Russian,Rssn
sn,Russian,Rssn
sn,occasion,ccsn
sn,commission,cmmssn
sn,comparison,cmprsn
sn,conclusion,cnclsn
sn,confusion,cnfsn
sn,confession,cnfssn
sn,conversion,cnvrsn
sn,cousin,csn
sn,casino,csn
sn,decision,dcsn
sn,dimension,dmnsn
sn,admission,dmssn
sn,depression,dprssn
sn,discussion,dscssn
sn,division,dvsn
sn,aggression,ggrssn
sn,illusion,llsn
sn,lesson,lssn
sn,mansion,mnsn
sn,impression,mprssn
sn,mission,mssn
sn,emission,mssn
sn,invasion,nvsn
sn,envision,nvsn
sn,pension,pnsn
sn,profession,prfssn
sn,permission,prmssn
sn,person,prsn
sn,prison,prsn
sn,provision,prvsn
sn,passion,pssn
sn,possession,pssssn
sn,recession,rcssn
sn,reason,rsn
sn,season,ssn
sn,session,sssn
sn,television,tlvsn
sn,tension,tnsn
sn,transmission,trnsmssn
sn,version,vrsn
sn,vision,vsn
sn,explosion,xplsn
sn,expansion,xpnsn
sn,expression,xprssn
sn,extension,xtnsn
sr,closer,clsr
sr,desire,dsr
sr,desire,dsr
sr,adviser,dvsr
sr,laser,lsr
sr,measure,msr
sr,measure,msr
sr,ensure,nsr
sr,pleasure,plsr
sr,processor,prcssr
sr,professor,prfssr
sr,pressure,prssr
sr,sensor,snsr
sr,sponsor,spnsr
sr,sponsor,spnsr
sr,supervisor,sprvsr
sr,assure,ssr
sr,treasure,trsr
sr,exposure,xpsr
st,blast,blst
st,broadcast,brdcst
st,broadcast,brdcst
st,breakfast,brkfst
st,breast,brst
st,burst,brst
st,best,bst
st,best,bst
st,boost,bst
st,beast,bst
st,boast,bst
st,chest,chst
st,columnist,clmnst
st,closest,clsst
st,closet,clst
st,economist,cnmst
st,consist,cnsst
st,contrast,cntrst
st,contest,cntst
st,cost,cst
st,cost,cst
st,cast,cst
st,coast,cst
st,cast,cst
st,activist,ctvst
st,adjust,djst
st,deposit,dpst
st,dust,dst
st,feminist,fmnst
st,first,frst
st,forest,frst
st,first,frst
st,fast,fst
st,fast,fst
st,fist,fst
st,ghost,ghst
st,against,gnst
st,greatest,grtst
st,guest,gst
st,honest,hnst
st,harvest,hrvst
st,harvest,hrvst
st,host,hst
st,host,hst
st,journalist,jrnlst
st,just,jst
st,just,jst
st,almost,lmst
st,last,lst
st,least,lst
st,list,lst
st,last,lst
st,list,lst
st,lost,lst
st,last,lst
st,lawsuit,lwst
st,modest,mdst
st,midst,mdst
st,most,mst
st,most,mst
st,must,mst
st,analyst,nlyst
st,northeast,nrthst
st,northwest,nrthwst
st,insist,nsst
st,nest,nst
st,interest,ntrst
st,invest,nvst
st,opposite,ppst
st,persist,prsst
st,priest,prst
st,pursuit,prst
st,protest,prtst
st,protest,prtst
st,past,pst
st,past,pst
st,past,pst
st,post,pst
st,upset,pst
st,past,pst
st,post,pst
st,upset,pst
st,pasta,pst
st,psychologist,psychlgst
st,quest,qst
st,request,rqst
st,request,rqst
st,arrest,rrst
st,arrest,rrst
st,resist,rsst
st,rest,rst
st,rest,rst
st,artist,rtst
st,scientist,scntst
st,suggest,sggst
st,specialist,spclst
st,assist,ssst
st,asset,sst
st,southeast,sthst
st,southwest,sthwst
st,therapist,thrpst
st,transit,trnst
st,terrorist,trrrst
st,terrorist,trrrst
st,trust,trst
st,trust,trst
st,tourist,trst
st,test,tst
st,test,tst
st,taste,tst
st,taste,tst
st,twist,twst
st,twist,twst
st,visit,vst
st,visit,vst
st,vast,vst
st,wrist,wrst
st,west,wst
st,waste,wst
st,waste,wst
st,waist,wst
st,exhaust,xhst
st,exist,xst
sv,comprehensive,cmprhnsv
sv,defensive,dfnsv
sv,offensive,ffnsv
sv,aggressive,ggrssv
sv,impressive,mprssv
sv,massive,mssv
sv,progressive,prgrssv
sv,exclusive,xclsv
sv,excessive,xcssv
sv,expensive,xpnsv
sv,extensive,xtnsv
sy,busy,bsy
sy,controversy,cntrvrsy
sy,fantasy,fntsy
sy,essay,ssy
sz,emphasize,mphsz
tc,characteristic,chrctrstc
tc,critic,crtc
tc,democratic,dmcrtc
tc,domestic,dmstc
tc,diplomatic,dplmtc
tc,dramatic,drmtc
tc,fantastic,fntstc
tc,genetic,gntc
tc,justice,jstc
tc,magnetic,mgntc
tc,notice,ntc
tc,notice,ntc
tc,plastic,plstc
tc,practice,prctc
tc,practice,prctc
tc,optimistic,ptmstc
tc,realistic,rlstc
tc,romantic,rmntc
tc,artistic,rtstc
tc,aesthetic,sthtc
tc,tactic,tctc
tc,athletic,thltc
tc,automatic,tmtc
tc,exotic,xtc
td,complicated,cmplctd
td,disappointed,dsppntd
td,gifted,gftd
td,limited,lmtd
td,magnitude,mgntd
td,unprecedented,nprcdntd
td,instead,nstd
td,instead,nstd
td,United,ntd
td,integrated,ntgrtd
td,interested,ntrstd
td,unexpected,nxpctd
td,related,rltd
td,selected,slctd
td,isolated,sltd
td,sophisticated,sphstctd
td,associated,ssctd
td,studio,std
td,estimated,stmtd
td,talented,tlntd
td,attitude,tttd
td,excited,xctd
td,expected,xpctd
tg,cottage,cttg
tg,advantage,dvntg
tg,fatigue,ftg
tg,heritage,hrtg
tg,hostage,hstg
tg,percentage,prcntg
tg,shortage,shrtg
tg,stage,stg
th,beneath,bnth
th,birth,brth
th,breath,brth
th,breathe,brth
th,both,bth
th,both,bth
th,bath,bth
th,booth,bth
th,cloth,clth
th,depth,dpth
th,death,dth
th,fifth,ffth
th,fourth,frth
th,forth,frth
th,faith,fth
th,eighth,ghth
th,growth,grwth
th,health,hlth
th,length,lngth
th,month,mnth
th,mouth,mth
th,math,mth
th,myth,myth
th,north,nrth
th,path,pth
th,earth,rth
th,smooth,smth
th,south,sth
th,strength,strngth
th,seventh,svnth
th,sixth,sxth
th,truth,trth
th,tooth,tth
th,twentieth,twntth
th,wealth,wlth
th,warmth,wrmth
th,worth,wrth
th,worth,wrth
th,with,wth
th,youth,yth
tk,mistake,mstk
tk,undertake,ndrtk
tk,stake,stk
tk,steak,stk
tl,brutal,brtl
tl,battle,bttl
tl,bottle,bttl
tl,battle,bttl
tl,capital,cptl
tl,crystal,crystl
tl,coastal,cstl
tl,actual,ctl
tl,cattle,cttl
tl,digital,dgtl
tl,detail,dtl
tl,developmental,dvlpmntl
tl,fundamental,fndmntl
tl,fatal,ftl
tl,gentle,gntl
tl,hospital,hsptl
tl,hostile,hstl
tl,hotel,htl
tl,little,lttl
tl,little,lttl
tl,little,lttl
tl,mental,mntl
tl,metal,mtl
tl,mutual,mtl
tl,influential,nflntl
tl,until,ntl
tl,until,ntl
tl,initial,ntl
tl,intellectual,ntllctl
tl,intellectual,ntllctl
tl,entitle,nttl
tl,environmental,nvrnmntl
tl,parental,prntl
tl,presidential,prsdntl
tl,partial,prtl
tl,pistol,pstl
tl,potential,ptntl
tl,potential,ptntl
tl,rental,rntl
tl,residential,rsdntl
tl,ritual,rtl
tl,retail,rtl
tl,substantial,sbstntl
tl,subtle,sbtl
tl,shuttle,shttl
tl,spiritual,sprtl
tl,essential,ssntl
tl,steal,stl
tl,steel,stl
tl,settle,sttl
tl,total,ttl
tl,title,ttl
tl,total,ttl
tl,virtual,vrtl
tl,vital,vtl
tl,experimental,xprmntl
tm,bottom,bttm
tm,bottom,bttm
tm,custom,cstm
tm,costume,cstm
tm,ecosystem,csystm
tm,lifetime,lftm
tm,longtime,lngtm
tm,momentum,mmntm
tm,meantime,mntm
tm,sometime,smtm
tm,stem,stm
tm,stem,stm
tm,steam,stm
tm,symptom,symptm
tm,system,systm
tm,victim,vctm
tn,Christian,Chrstn
tn,Christian,Chrstn
tn,Latin,Ltn
tn,objection,bjctn
tn,obligation,blgtn
tn,abortion,brtn
tn,observation,bsrvtn
tn,obtain,btn
tn,button,bttn
tn,occupation,ccptn
tn,accusation,ccstn
tn,celebration,clbrtn
tn,calculation,clcltn
tn,collaboration,cllbrtn
tn,collection,cllctn
tn,coalition,cltn
tn,combination,cmbntn
tn,communication,cmmnctn
tn,compensation,cmpnstn
tn,composition,cmpstn
tn,competition,cmpttn
tn,concentration,cncntrtn
tn,conception,cncptn
tn,condition,cndtn
tn,confrontation,cnfrnttn
tn,connection,cnnctn
tn,consideration,cnsdrtn
tn,consumption,cnsmptn
tn,conservation,cnsrvtn
tn,construction,cnstrctn
tn,constitution,cnstttn
tn,continue,cntn
tn,contain,cntn
tn,contribution,cntrbtn
tn,conviction,cnvctn
tn,convention,cnvntn
tn,conversation,cnvrstn
tn,cooperation,cprtn
tn,captain,cptn
tn,acquisition,cqstn
tn,corporation,crprtn
tn,correlation,crrltn
tn,corruption,crrptn
tn,certain,crtn
tn,creation,crtn
tn,curtain,crtn
tn,cartoon,crtn
tn,action,ctn
tn,auction,ctn
tn,cotton,cttn
tn,civilization,cvlztn
tn,education,dctn
tn,addition,ddtn
tn,addition,ddtn
tn,definition,dfntn
tn,administration,dmnstrtn
tn,demonstration,dmnstrtn
tn,identification,dntfctn
tn,donation,dntn
tn,adoption,dptn
tn,direction,drctn
tn,discrimination,dscrmntn
tn,description,dscrptn
tn,distinction,dstnctn
tn,destination,dstntn
tn,distribution,dstrbtn
tn,destruction,dstrctn
tn,edition,dtn
tn,determination,dtrmntn
tn,fiction,fctn
tn,fifteen,fftn
tn,function,fnctn
tn,function,fnctn
tn,foundation,fndtn
tn,fraction,frctn
tn,formation,frmtn
tn,frustration,frstrtn
tn,fortune,frtn
tn,often,ftn
tn,generation,gnrtn
tn,graduation,grdtn
tn,jurisdiction,jrsdctn
tn,election,lctn
tn,location,lctn
tn,legislation,lgsltn
tn,allegation,llgtn
tn,limitation,lmttn
tn,listen,lstn
tn,ambition,mbtn
tn,medication,mdctn
tn,imagination,mgntn
tn,migration,mgrtn
tn,immigration,mmgrtn
tn,maintain,mntn
tn,mention,mntn
tn,mountain,mntn
tn,mention,mntn
tn,implication,mplctn
tn,implementation,mplmnttn
tn,motion,mtn
tn,emotion,mtn
tn,metropolitan,mtrpltn
tn,motivation,mtvtn
tn,uncertain,ncrtn
tn,indication,ndctn
tn,infection,nfctn
tn,inflation,nfltn
tn,information,nfrmtn
tn,negotiation,ngttn
tn,nomination,nmntn
tn,innovation,nnvtn
tn,inspection,nspctn
tn,inspiration,nsprtn
tn,installation,nstlltn
tn,instruction,nstrctn
tn,institution,nstttn
tn,integration,ntgrtn
tn,nation,ntn
tn,notion,ntn
tn,intention,ntntn
tn,interaction,ntrctn
tn,introduction,ntrdctn
tn,interpretation,ntrprttn
tn,intervention,ntrvntn
tn,invention,nvntn
tn,investigation,nvstgtn
tn,invitation,nvttn
tn,publication,pblctn
tn,pollution,plltn
tn,application,pplctn
tn,population,ppltn
tn,appreciation,pprctn
tn,opposition,ppstn
tn,perception,prcptn
tn,production,prdctn
tn,prediction,prdctn
tn,projection,prjctn
tn,promotion,prmtn
tn,preparation,prprtn
tn,proportion,prprtn
tn,prescription,prscrptn
tn,prosecution,prsctn
tn,presentation,prsnttn
tn,participation,prtcptn
tn,protection,prtctn
tn,operation,prtn
tn,portion,prtn
tn,protein,prtn
tn,prevention,prvntn
tn,position,pstn
tn,position,pstn
tn,option,ptn
tn,question,qstn
tn,question,qstn
tn,equation,qtn
tn,recognition,rcgntn
tn,recommendation,rcmmndtn
tn,reception,rcptn
tn,reaction,rctn
tn,reduction,rdctn
tn,radiation,rdtn
tn,reflection,rflctn
tn,regulation,rgltn
tn,organization,rgnztn
tn,rehabilitation,rhblttn
tn,relation,rltn
tn,orientation,rnttn
tn,representation,rprsnttn
tn,reputation,rpttn
tn,resolution,rsltn
tn,reservation,rsrvtn
tn,restriction,rstrctn
tn,routine,rtn
tn,retain,rtn
tn,revolution,rvltn
tn,revelation,rvltn
tn,section,sctn
tn,soften,sftn
tn,suggestion,sggstn
tn,selection,slctn
tn,solution,sltn
tn,isolation,sltn
tn,sanction,snctn
tn,sensation,snstn
tn,speculation,spcltn
tn,separation,sprtn
tn,association,ssctn
tn,assumption,ssmptn
tn,sustain,sstn
tn,stone,stn
tn,straighten,strghtn
tn,satisfaction,stsfctn
tn,situation,sttn
tn,station,sttn
tn,tighten,tghtn
tn,threaten,thrtn
tn,tradition,trdtn
tn,transaction,trnsctn
tn,transformation,trnsfrmtn
tn,translation,trnsltn
tn,transportation,trnsprttn
tn,transition,trnstn
tn,attention,ttntn
tn,attraction,ttrctn
tn,vacation,vctn
tn,evaluation,vltn
tn,violation,vltn
tn,evolution,vltn
tn,variation,vrtn
tn,written,wrttn
tn,exception,xcptn
tn,execution,xctn
tn,exhibition,xhbtn
tn,examination,xmntn
tn,expectation,xpcttn
tn,expedition,xpdtn
tn,explanation,xplntn
tn,exploration,xplrtn
tp,stop,stp
tp,step,stp
tp,step,stp
tp,stop,stp
tp,steep,stp
tt,butt,btt
tt,cigarette,cgrtt
tt,committee,cmmtt
tt,constitute,cnsttt
tt,dictate,dctt
tt,facilitate,fcltt
tt,habitat,hbtt
tt,hesitate,hstt
tt,negotiate,ngtt
tt,initiate,ntt
tt,potato,ptt
tt,state,stt
tt,state,stt
tt,estate,stt
tt,statue,stt
tt,statute,sttt
tv,objective,bjctv
tv,cognitive,cgntv
tv,collective,cllctv
tv,competitive,cmpttv
tv,consecutive,cnsctv
tv,conservative,cnsrvtv
tv,conservative,cnsrvtv
tv,cooperative,cprtv
tv,creative,crtv
tv,active,ctv
tv,administrative,dmnstrtv
tv,distinctive,dstnctv
tv,detective,dtctv
tv,effective,ffctv
tv,legislative,lgsltv
tv,alternative,ltrntv
tv,alternative,ltrntv
tv,motive,mtv
tv,incentive,ncntv
tv,negative,ngtv
tv,innovative,nnvtv
tv,narrative,nrrtv
tv,initiative,nttv
tv,native,ntv
tv,productive,prdctv
tv,perspective,prspctv
tv,protective,prtctv
tv,positive,pstv
tv,relative,rltv
tv,relative,rltv
tv,representative,rprsnttv
tv,representative,rprsnttv
tv,sensitive,snstv
tv,supportive,spprtv
tv,stove,stv
tv,attractive,ttrctv
tv,executive,xctv
vc,civic,cvc
vc,device,dvc
vc,advice,dvc
vc,service,srvc
vn,divine,dvn
vn,given,gvn
vn,heaven,hvn
vn,eleven,lvn
vn,revenue,rvn
vn,seven,svn
ws,likewise,lkws
ws,news,nws
ws,otherwise,thrws
